"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AJ1","AL1","AY1","AY2","GA1","GA2","GA3","GF1","GJ1","IA1","IA2","KA1","KA2","MA1","MD1","MW1","OC1","OD1","REM","EQD"
"07156099999","2006-01-01T10:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","240,1,N,0041,1","00390,1,9,N","008000,1,N,1","+0063,1","+0051,1","10019,1","01,0006,9,1",,,,"06,000,9,1","6,1,99,9","2,1,99,9","05,1,+00390,1,08,1","05,1,+00900,1,06,1",,"07,99,1,07,1,08,1,00450,1,99,9,99,9",,,,,,"99999,9,09926,1","3,1,027,1,+999,9","21,1",,"4,01,0072,9,999","SYN112AAXX  01104 07156 21458 72408 10063 20051 39926 40019 53027 72162 878// 333 69965 85813 85630 90710 91114 93100;",
"07156099999","2006-01-01T11:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","250,1,N,0031,1","00390,1,9,N","005000,1,N,1","+0073,1","+0058,1","10020,1","01,0002,9,1",,,,"06,000,9,1","8,1,99,9","6,1,99,9","07,1,+00390,1,08,1",,,"07,99,1,07,1,02,1,00450,1,99,9,99,9",,,,,,"99999,9,09927,1","1,1,021,1,+999,9","61,1",,"4,01,0082,9,999","SYN106AAXX  01114 07156 21450 72506 10073 20058 39927 40020 51021 76186 872// 333 69925 87813 90710 91116 93100;",
"07156099999","2006-01-01T12:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","260,1,N,0031,1","00390,1,9,N","008000,1,N,1","+0070,1","+0058,1","10022,1","03,0030,9,1","06,0071,9,1",,,"99,000,9,1","8,1,06,1","6,1,06,1","07,1,+00390,1,06,1",,,"07,99,1,07,1,05,1,00450,1,99,9,99,9",,,,,,"99999,9,09929,1","1,1,012,1,+999,9","21,1",,"4,01,0088,9,999","SYN122AAXX  01124 07156 01458 72606 10070 20058 39929 40022 51012 60071 72186 875// 333 60037 87613 90710 91117 93100 555 60025;",
"07156099999","2006-01-01T13:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","260,1,N,0031,1","00600,1,9,N","008000,1,N,1","+0075,1","+0060,1","10024,1","01,0000,9,1",,,,"06,000,9,1",,,"01,1,+00300,1,08,1","05,1,+00600,1,06,1","05,1,+01200,1,06,1","07,99,1,07,1,08,1,00450,1,99,9,99,9",,,,,,"99999,9,09931,1","3,1,005,1,+999,9",,,"4,01,0072,9,999","SYN112AAXX  01134 07156 22458 72606 10075 20060 39931 40024 53005 878// 333 60005 81810 85620 85640 90710 91114 93100;",
"07156099999","2006-01-01T14:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","290,1,N,0021,1","01200,1,9,N","008000,1,N,1","+0076,1","+0059,1","10028,1","01,0002,9,1",,,,"06,000,9,1","8,1,99,9","6,1,99,9","04,1,+00390,1,08,1","05,1,+01200,1,06,1",,"07,99,1,07,1,08,1,00450,1,99,9,99,9",,,,,,"99999,9,09935,1","3,1,008,1,+999,9","80,1",,"4,01,0082,9,999","SYN112AAXX  01144 07156 21458 72904 10076 20059 39935 40028 53008 78086 878// 333 69925 84813 85640 90710 91116 93100;",
"07156099999","2006-01-01T15:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","280,1,N,0031,1","01200,1,9,N","008000,1,N,1","+0072,1","+0050,1","10035,1","03,0006,9,1",,,,"99,000,9,1","8,1,03,1","6,1,03,1","02,1,+00390,1,08,1","07,1,+01200,1,06,1",,"07,99,1,07,1,08,1,00450,1,99,9,99,9",,,,,,"99999,9,09942,1","3,1,013,1,+999,9","25,1",,"4,01,0082,9,999","SYN122AAXX  01154 07156 21458 72806 10072 20050 39942 40035 53013 72586 878// 333 69967 82813 87640 90710 91116 93100 555 69945;",
"07156099999","2006-01-01T16:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","290,1,N,0031,1","00390,1,9,N","008000,1,N,1","+0070,1","+0047,1","10045,1","01,0000,9,1",,,,"06,000,9,1",,,"05,1,+00390,1,08,1","05,1,+01200,1,06,1",,"07,99,1,07,1,08,1,00450,1,99,9,99,9",,,,,,"99999,9,09952,1","3,1,021,1,+999,9",,,"4,01,0082,9,999","SYN106AAXX  01164 07156 22458 72906 10070 20047 39952 40045 53021 878// 333 60005 85813 85640 90710 91116 93100;",
"07156099999","2006-01-01T17:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","300,1,N,0031,1","99999,9,9,N","999999,9,N,1","+0069,1","+0051,1","10058,1","01,0002,9,1",,,,,,,,,,,,,,,,"99999,9,09964,1","3,1,029,1,+999,9",,,,"SYN082AAXX  01174 07156 26/// /3006 10069 20051 39964 40058 53029 333 69925 90710 91117;",
"07156099999","2006-01-01T19:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","310,1,N,0051,1","99999,9,9,N","999999,9,N,1","+0068,1","+0046,1","10078,1","01,0000,9,1",,,,,,,,,,,,,,,,"99999,9,09984,1","1,1,032,1,+999,9",,,,"SYN082AAXX  01194 07156 26/// /3110 10068 20046 39984 40078 51032 333 60005 90710 91117;",
"07156099999","2006-01-01T20:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","320,1,N,0051,1","99999,9,9,N","999999,9,N,1","+0065,1","+0047,1","10086,1","01,0002,9,1",,,,,,,,,,,,,,,,"99999,9,09992,1","1,1,028,1,+999,9",,,,"SYN082AAXX  01204 07156 26/// /3210 10065 20047 39992 40086 51028 333 69925 90710 91121;",
"07156099999","2006-01-01T21:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","340,1,N,0072,1","99999,9,9,N","999999,9,N,1","+0060,1","+0045,1","10098,1","03,0004,9,1",,,,,,,,,,,,,,,,"99999,9,10004,1","3,1,031,1,+999,9",,,"4,01,0149,9,999","SYN092AAXX  01214 07156 26/// /3414 10060 20045 30004 40098 53031 333 69947 90710 91129 555 69925;",
"07156099999","2006-01-01T22:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","340,1,N,0051,1","99999,9,9,N","999999,9,N,1","+0053,1","+0030,1","10114,1","01,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10019,1","3,1,035,1,+999,9",,,,"SYN082AAXX  01224 07156 26/// /3410 10053 20030 30019 40114 53035 333 60005 90710 91123;",
"07156099999","2006-01-01T23:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","340,1,N,0051,1","99999,9,9,N","999999,9,N,1","+0049,1","+0028,1","10124,1","01,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10029,1","1,1,037,1,+999,9",,,,"SYN082AAXX  01234 07156 26/// /3410 10049 20028 30029 40124 51037 333 60005 90710 91121;",
"07156099999","2006-01-02T00:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","340,1,N,0041,1","99999,9,9,N","999999,9,N,1","+0051,1","+0026,1","10132,1","03,0000,9,1","06,0005,9,1",,,,,,,,,,,,,,,"99999,9,10037,1","1,1,033,1,+999,9",,,"4,01,0082,9,999","SYN098AAXX  02004 07156 06/// /3408 10051 20026 30037 40132 51033 69941 333 60007 90710 91116 555 60005;",
"07156099999","2006-01-02T01:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","340,1,N,0051,1","99999,9,9,N","999999,9,N,1","+0051,1","+0023,1","10141,1","01,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10046,1","1,1,027,1,+999,9",,,,"SYN082AAXX  02014 07156 26/// /3410 10051 20023 30046 40141 51027 333 60005 90710 91117;",
"07156099999","2006-01-02T02:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","340,1,N,0041,1","99999,9,9,N","999999,9,N,1","+0052,1","+0020,1","10152,1","01,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10057,1","3,1,028,1,+999,9",,,,"SYN082AAXX  02024 07156 26/// /3408 10052 20020 30057 40152 53028 333 60005 90710 91119;",
"07156099999","2006-01-02T03:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","340,1,N,0041,1","99999,9,9,N","999999,9,N,1","+0050,1","+0022,1","10160,1","03,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10065,1","1,1,028,1,+999,9",,,"4,01,0082,9,999","SYN092AAXX  02034 07156 26/// /3408 10050 20022 30065 40160 51028 333 60007 90710 91116 555 60005;",
"07156099999","2006-01-02T04:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","340,1,N,0051,1","99999,9,9,N","999999,9,N,1","+0049,1","+0023,1","10168,1","01,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10073,1","1,1,027,1,+999,9",,,,"SYN082AAXX  02044 07156 26/// /3410 10049 20023 30073 40168 51027 333 60005 90710 91117;",
"07156099999","2006-01-02T05:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","340,1,N,0051,1","00990,1,9,N","010000,1,N,1","+0049,1","+0023,1","10175,1","01,0000,9,1",,,,"06,000,9,1",,,"07,1,+00990,1,06,1",,,"07,99,1,07,1,05,1,01250,1,99,9,99,9",,,,,,"99999,9,10080,1","1,1,023,1,+999,9",,,"4,01,0082,9,999","SYN100AAXX  02054 07156 22660 73410 10049 20023 30080 40175 51023 875// 333 60005 87633 90710 91116 93100;",
"07156099999","2006-01-02T06:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","010,1,N,0041,1","00990,1,9,N","010000,1,N,1","+0049,1","+0021,1","10187,1","03,0000,9,1","12,0005,9,1","24,0084,9,1",,"99,000,9,1",,,"07,1,+00990,1,06,1",,,"07,99,1,07,1,05,1,01250,1,99,9,99,9","0000,9","01,9","999,+0030,9","999,M,+0069,1","999,N,+0047,1","99999,9,10091,1","3,1,026,1,+999,9",,,"4,01,0082,9,999","SYN146AAXX  02064 07156 02660 70108 10049 20021 30091 40187 53026 69942 875// 333 10069 20047 30003 55000 60007 70084 87633 90710 91116 93100 555 60005;",
"07156099999","2006-01-02T07:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","360,1,N,0041,1","00990,1,9,N","010000,1,N,1","+0048,1","+0022,1","10197,1","01,0000,9,1",,,,"06,000,9,1",,,"07,1,+00990,1,06,1",,,"07,99,1,07,1,05,1,01250,1,99,9,99,9",,,,,,"99999,9,10101,1","3,1,028,1,+999,9",,,"4,01,0088,9,999","SYN100AAXX  02074 07156 22660 73608 10048 20022 30101 40197 53028 875// 333 60005 87633 90710 91117 93100;",
"07156099999","2006-01-02T08:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","350,1,N,0041,1","01200,1,9,N","012000,1,N,1","+0047,1","+0021,1","10207,1","01,0000,9,1",,,,"06,000,9,1",,,"06,1,+01200,1,06,1",,,"06,99,1,06,1,05,1,01250,1,00,1,00,1",,,,,,"99999,9,10111,1","1,1,031,1,+999,9",,,"4,01,0082,9,999","SYN100AAXX  02084 07156 22662 63508 10047 20021 30111 40207 51031 86500 333 60005 86640 90710 91116 93100;",
"07156099999","2006-01-02T09:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","360,1,N,0041,1","22000,1,9,N","012000,1,N,1","+0042,1","+0019,1","10219,1","03,0000,9,1",,,,"99,000,9,1",,,"03,1,+00900,1,08,1",,,"03,99,1,03,1,01,1,00800,1,00,1,00,1",,,,,,"99999,9,10123,1","3,1,032,1,+999,9",,,"4,01,0072,9,999","SYN110AAXX  02094 07156 22562 33608 10042 20019 30123 40219 53032 83100 333 60007 83830 90710 91114 93100 555 60005;",
"07156099999","2006-01-02T10:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","340,1,N,0031,1","22000,1,9,N","010000,1,N,1","+0043,1","+0020,1","10230,1","01,0000,9,1",,,,"06,000,9,1",,,"01,1,+00900,1,08,1",,,"01,99,1,01,1,01,1,00800,1,00,1,00,1",,,,,,"99999,9,10134,1","3,1,033,1,+999,9",,,"4,01,0082,9,999","SYN100AAXX  02104 07156 22560 13406 10043 20020 30134 40230 53033 81100 333 60005 81830 90710 91116 93100;",
"07156099999","2006-01-02T11:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","320,1,N,0031,1","22000,1,9,N","010000,1,N,1","+0050,1","+0022,1","10233,1","01,0000,9,1",,,,"06,000,9,1",,,"01,1,+00990,1,08,1",,,"01,99,1,01,1,01,1,01250,1,00,1,01,1",,,,,,"99999,9,10137,1","1,1,026,1,+999,9",,,"4,01,0051,9,999","SYN100AAXX  02114 07156 22660 13206 10050 20022 30137 40233 51026 81101 333 60005 81833 90710 91110 93100;",
"07156099999","2006-01-02T12:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","320,1,N,0031,1","22000,1,9,N","015000,1,N,1","+0058,1","+0021,1","10234,1","03,0000,9,1","06,0000,9,1",,,"99,000,9,1",,,"00,1,+99999,9,99,9",,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,,,,,"99999,9,10138,1","1,1,015,1,+999,9",,,"4,01,0062,9,999","SYN104AAXX  02124 07156 02965 03206 10058 20021 30138 40234 51015 60001 333 60007 90710 91112 93100 555 60005;","Q01  00002PRCP06"
"07156099999","2006-01-02T13:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","330,1,N,0021,1","22000,1,9,N","015000,1,N,1","+0067,1","+0024,1","10235,1","01,0000,9,1",,,,"06,000,9,1",,,"01,1,+00600,1,08,1",,,"01,99,1,01,1,01,1,00800,1,00,1,00,1",,,,,,"99999,9,10140,1","1,1,006,1,+999,9",,,"4,01,0062,9,999","SYN100AAXX  02134 07156 22565 13304 10067 20024 30140 40235 51006 81100 333 60005 81820 90710 91112 93100;",
"07156099999","2006-01-02T14:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","010,1,N,0041,1","99999,9,9,N","999999,9,N,1","+0066,1","+0017,1","10240,1","01,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10145,1","3,1,008,1,+999,9",,,,"SYN082AAXX  02144 07156 26/// /0108 10066 20017 30145 40240 53008 333 60005 90710 91114;",
"07156099999","2006-01-02T17:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","010,1,N,0031,1","99999,9,9,N","999999,9,N,1","+0057,1","+0022,1","10260,1","01,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10164,1","1,1,019,1,+999,9",,,,"SYN082AAXX  02174 07156 26/// /0106 10057 20022 30164 40260 51019 333 60005 90710 91112;",
"07156099999","2006-01-02T18:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","350,1,N,0031,1","99999,9,9,N","999999,9,N,1","+0058,1","+0028,1","10264,1","03,0000,9,1","12,0000,9,1",,,,,,,,,,,,,"999,M,+0068,1","999,N,+0039,1","99999,9,10168,1","1,1,015,1,+999,9",,,"4,01,0062,9,999","SYN110AAXX  02184 07156 06/// /3506 10058 20028 30168 40264 51015 60002 333 10068 20039 60007 90710 91112 555 60005;","Q01  00002PRCP12"
"07156099999","2006-01-02T19:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","030,1,N,0031,1","99999,9,9,N","999999,9,N,1","+0055,1","+0027,1","10271,1","01,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10175,1","3,1,015,1,+999,9",,,,"SYN082AAXX  02194 07156 26/// /0306 10055 20027 30175 40271 53015 333 60005 90710 91114;",
"07156099999","2006-01-02T20:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","030,1,N,0021,1","99999,9,9,N","999999,9,N,1","+0052,1","+0024,1","10273,1","01,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10177,1","1,1,013,1,+999,9",,,,"SYN082AAXX  02204 07156 26/// /0304 10052 20024 30177 40273 51013 333 60005 90710 91110;",
"07156099999","2006-01-02T21:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0053,1","+0025,1","10277,1","03,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10181,1","1,1,013,1,+999,9",,,"4,01,0031,9,999","SYN092AAXX  02214 07156 26/// /0502 10053 20025 30181 40277 51013 333 60007 90710 91106 555 60005;",
"07156099999","2006-01-02T22:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","340,1,N,0021,1","99999,9,9,N","999999,9,N,1","+0054,1","+0026,1","10279,1","01,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10183,1","2,1,008,1,+999,9",,,,"SYN082AAXX  02224 07156 26/// /3404 10054 20026 30183 40279 52008 333 60005 90710 91108;",
"07156099999","2006-01-02T23:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","350,1,N,0021,1","99999,9,9,N","999999,9,N,1","+0052,1","+0026,1","10280,1","01,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10184,1","1,1,007,1,+999,9",,,,"SYN082AAXX  02234 07156 26/// /3504 10052 20026 30184 40280 51007 333 60005 90710 91106;",
"07156099999","2006-01-03T00:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","350,1,N,0021,1","99999,9,9,N","999999,9,N,1","+0055,1","+0028,1","10281,1","03,0000,9,1","06,0000,9,1",,,,,,,,,,,,,,,"99999,9,10185,1","1,1,004,1,+999,9",,,"4,01,0041,9,999","SYN098AAXX  03004 07156 06/// /3504 10055 20028 30185 40281 51004 60001 333 60007 90710 91108 555 60005;","Q01  00002PRCP06"
"07156099999","2006-01-03T01:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","260,1,N,0021,1","99999,9,9,N","999999,9,N,1","+0051,1","+0030,1","10280,1","01,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10184,1","0,1,001,1,+999,9",,,,"SYN082AAXX  03014 07156 26/// /2604 10051 20030 30184 40280 50001 333 60005 90710 91106;",
"07156099999","2006-01-03T02:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","310,1,N,0021,1","99999,9,9,N","999999,9,N,1","+0053,1","+0032,1","10284,1","01,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10188,1","3,1,004,1,+999,9",,,,"SYN082AAXX  03024 07156 26/// /3104 10053 20032 30188 40284 53004 333 60005 90710 91112;",
"07156099999","2006-01-03T03:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","340,1,N,0021,1","99999,9,9,N","999999,9,N,1","+0054,1","+0036,1","10286,1","03,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10190,1","3,1,005,1,+999,9",,,"4,01,0041,9,999","SYN092AAXX  03034 07156 26/// /3404 10054 20036 30190 40286 53005 333 60007 90710 91108 555 60005;",
"07156099999","2006-01-03T04:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","340,1,N,0031,1","99999,9,9,N","999999,9,N,1","+0056,1","+0038,1","10287,1","01,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10191,1","1,1,007,1,+999,9",,,,"SYN082AAXX  03044 07156 26/// /3406 10056 20038 30191 40287 51007 333 60005 90710 91110;",
"07156099999","2006-01-03T05:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","330,1,N,0010,1","01200,1,9,N","007000,1,N,1","+0052,1","+0034,1","10288,1","01,0000,9,1",,,,"06,000,9,1",,,"07,1,+01200,1,06,1",,,"07,99,1,07,1,05,1,01250,1,99,9,99,9",,,,,,"99999,9,10192,1","1,1,004,1,+999,9",,,"4,01,0041,9,999","SYN100AAXX  03054 07156 22657 73302 10052 20034 30192 40288 51004 875// 333 60005 87640 90710 91108 93100;",
"07156099999","2006-01-03T06:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","310,1,N,0031,1","00480,1,9,N","007000,1,N,1","+0053,1","+0036,1","10296,1","03,0000,9,1","12,0000,9,1","24,0000,9,1",,"99,000,9,1",,,"07,1,+00480,1,06,1",,,"07,99,1,07,1,05,1,00450,1,99,9,99,9","0306,9","01,9","999,+0030,9","999,M,+0060,1","999,N,+0051,1","99999,9,10200,1","3,1,010,1,+999,9",,,"4,01,0062,9,999","SYN146AAXX  03064 07156 02457 73106 10053 20036 30200 40296 53010 60002 875// 333 10060 20051 30003 55051 60007 70000 87616 90710 91112 93100 555 60005;","Q01  00002PRCP12"
"07156099999","2006-01-03T07:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","360,1,N,0010,1","00480,1,9,N","007000,1,N,1","+0047,1","+0030,1","10298,1","01,0000,9,1",,,,"06,000,9,1",,,"07,1,+00480,1,06,1",,,"07,99,1,07,1,05,1,00450,1,99,9,99,9",,,,,,"99999,9,10201,1","2,1,010,1,+999,9",,,"4,01,0051,9,999","SYN100AAXX  03074 07156 22457 73602 10047 20030 30201 40298 52010 875// 333 60005 87616 90710 91110 93100;",
