"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AJ1","AL1","AY1","AY2","GA1","GA2","GA3","GF1","GJ1","IA1","IA2","KA1","KA2","MA1","MD1","MW1","OC1","OD1","REM","EQD"
"07156099999","2010-01-01T10:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","360,1,N,0062,1","00390,1,9,N","010000,1,N,1","+0007,1","-0029,1","09997,1","01,0000,9,1",,,,"06,000,9,1",,,"08,1,+00390,1,06,1",,,"08,99,1,08,1,05,1,00450,1,99,9,99,9",,,,,,"99999,9,09902,1","3,1,026,1,+999,9",,,"4,01,0103,9,999","SYN100AAXX  01104 07156 22460 83612 10007 21029 39902 49997 53026 885// 333 60005 88613 90710 91120 93100;",
"07156099999","2010-01-01T11:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","360,1,N,0051,1","00390,1,9,N","010000,1,N,1","+0010,1","-0031,1","10003,1","01,0000,9,1",,,,,"2,1,99,9","2,1,99,9","08,1,+00390,1,06,1",,,"08,99,1,08,1,05,1,00450,1,99,9,99,9",,,,,,"99999,9,09908,1","1,1,026,1,+999,9","22,1",,,"SYN100AAXX  01114 07156 21460 83610 10010 21031 39908 40003 51026 72222 885// 333 60005 88613 90710 91121;",
"07156099999","2010-01-01T12:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","350,1,N,0051,1","00540,1,9,N","010000,1,N,1","+0010,1","-0026,1","10009,1","03,9999,2,9","06,0000,2,1",,,,"7,1,06,1","2,1,06,1","07,1,+00540,1,06,1",,,"08,99,1,07,1,05,1,00450,1,99,9,99,9",,,,,,"99999,9,09914,1","1,1,021,1,+999,9","01,1",,"4,01,0108,9,999","SYN116AAXX  01124 07156 01460 83510 10010 21026 39914 40009 51021 69901 70172 875// 333 69907 87618 90710 91121 555 60005;",
"07156099999","2010-01-01T13:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","350,1,N,0062,1","00600,1,9,N","010000,1,N,1","+0011,1","-0028,1","10019,1","01,0000,9,1",,,,,,,"07,1,+00600,1,06,1",,,"08,99,1,07,1,05,1,00800,1,99,9,99,9",,,,,,"99999,9,09924,1","3,1,022,1,+999,9",,,,"SYN094AAXX  01134 07156 22560 83512 10011 21028 39924 40019 53022 875// 333 60005 87620 90710 91120;",
"07156099999","2010-01-01T14:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","350,1,N,0051,1","00600,1,9,N","010000,1,N,1","+0011,1","-0028,1","10029,1","01,0000,9,1",,,,,,,"07,1,+00600,1,06,1",,,"08,99,1,07,1,05,1,00800,1,99,9,99,9",,,,,,"99999,9,09934,1","3,1,026,1,+999,9",,,,"SYN094AAXX  01144 07156 22560 83510 10011 21028 39934 40029 53026 875// 333 60005 87620 90710 91122;",
"07156099999","2010-01-01T15:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","350,1,N,0046,1","00600,1,9,N","010000,1,N,1","+0013,1","-0034,1","10042,1","03,0000,9,1",,,,,,,"07,1,+00600,1,06,1",,,"08,99,1,07,1,05,1,00800,1,99,9,99,9",,,,,,"99999,9,09947,1","3,1,033,1,+999,9",,,"4,01,0098,9,999","SYN104AAXX  01154 07156 22560 83509 10013 21034 39947 40042 53033 875// 333 60007 87620 90710 91119 555 60005;",
"07156099999","2010-01-01T16:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","360,1,N,0041,1","99999,9,9,N","999999,9,N,1","+0014,1","-0043,1","10056,1","01,0000,9,1",,,,,,,,,,,,,,,,"99999,9,09960,1","3,1,036,1,+999,9",,,,"SYN082AAXX  01164 07156 26/// /3608 10014 21043 39960 40056 53036 333 60005 90710 91123;",
"07156099999","2010-01-01T17:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","330,1,N,0036,1","99999,9,9,N","999999,9,N,1","+0012,1","-0041,1","10067,1","01,0000,9,1",,,,,,,,,,,,,,,,"99999,9,09971,1","1,1,037,1,+999,9",,,,"SYN082AAXX  01174 07156 26/// /3307 10012 21041 39971 40067 51037 333 60005 90710 91124;",
"07156099999","2010-01-01T18:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","320,1,N,0036,1","99999,9,9,N","999999,9,N,1","+0012,1","-0047,1","10079,1","03,0000,9,1","12,0000,2,1",,,,,,,,,,,,,"999,M,+0014,1","999,N,+0003,1","99999,9,09983,1","1,1,036,1,+999,9",,,"4,01,0072,9,999","SYN110AAXX  01184 07156 06/// /3207 10012 21047 39983 40079 51036 69902 333 10014 20003 60007 90710 91114 555 60005;",
"07156099999","2010-01-01T19:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","320,1,N,0036,1","99999,9,9,N","999999,9,N,1","+0012,1","-0049,1","10089,1","01,0000,9,1",,,,,,,,,,,,,,,,"99999,9,09993,1","1,1,033,1,+999,9",,,,"SYN082AAXX  01194 07156 26/// /3207 10012 21049 39993 40089 51033 333 60005 90710 91114;",
"07156099999","2010-01-01T20:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","310,1,N,0036,1","99999,9,9,N","999999,9,N,1","+0010,1","-0053,1","10099,1","01,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10003,1","1,1,032,1,+999,9",,,,"SYN082AAXX  01204 07156 26/// /3107 10010 21053 30003 40099 51032 333 60005 90710 91115;",
"07156099999","2010-01-01T21:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","300,1,N,0015,1","99999,9,9,N","999999,9,N,1","+0008,1","-0046,1","10108,1","03,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10012,1","2,1,029,1,+999,9",,,"4,01,0057,9,999","SYN092AAXX  01214 07156 26/// /3003 10008 21046 30012 40108 52029 333 60007 90710 91111 555 60005;",
"07156099999","2010-01-01T22:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","290,1,N,0021,1","99999,9,9,N","999999,9,N,1","+0007,1","-0042,1","10116,1","01,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10020,1","1,1,027,1,+999,9",,,,"SYN082AAXX  01224 07156 26/// /2904 10007 21042 30020 40116 51027 333 60005 90710 91110;",
"07156099999","2010-01-01T23:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","290,1,N,0026,1","99999,9,9,N","999999,9,N,1","+0004,1","-0035,1","10123,1","01,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10026,1","1,1,023,1,+999,9",,,,"SYN082AAXX  01234 07156 26/// /2905 10004 21035 30026 40123 51023 333 60005 90710 91109;",
"07156099999","2010-01-02T00:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","280,1,N,0021,1","99999,9,9,N","999999,9,N,1","+0005,1","-0029,1","10132,1","03,0000,9,1","06,0000,9,1",,,,,,,,,,,,,,,"99999,9,10035,1","3,1,023,1,+999,9",,,"4,01,0051,9,999","SYN098AAXX  02004 07156 06/// /2804 10005 21029 30035 40132 53023 60001 333 60007 90710 91110 555 60005;","Q01  00002PRCP06"
"07156099999","2010-01-02T01:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","260,1,N,0021,1","99999,9,9,N","999999,9,N,1","-0002,1","-0029,1","10137,1","01,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10040,1","1,1,020,1,+999,9",,,,"SYN082AAXX  02014 07156 26/// /2604 11002 21029 30040 40137 51020 333 60005 90710 91108;",
"07156099999","2010-01-02T02:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","260,1,N,0015,1","99999,9,9,N","999999,9,N,1","-0004,1","-0023,1","10144,1","01,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10047,1","1,1,021,1,+999,9",,,,"SYN082AAXX  02024 07156 26/// /2603 11004 21023 30047 40144 51021 333 60005 90710 91107;",
"07156099999","2010-01-02T03:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","250,1,N,0026,1","99999,9,9,N","999999,9,N,1","+0001,1","-0020,1","10149,1","03,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10052,1","2,1,017,1,+999,9",,,"4,01,0041,9,999","SYN092AAXX  02034 07156 26/// /2505 10001 21020 30052 40149 52017 333 60007 90710 91108 555 60005;",
"07156099999","2010-01-02T04:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","270,1,N,0021,1","99999,9,9,N","999999,9,N,1","+0002,1","-0020,1","10153,1","01,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10056,1","1,1,016,1,+999,9",,,,"SYN082AAXX  02044 07156 26/// /2704 10002 21020 30056 40153 51016 333 60005 90710 91109;",
"07156099999","2010-01-02T05:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","260,1,N,0021,1","22000,1,9,N","010000,1,N,1","-0002,1","-0023,1","10158,1","01,0000,9,1",,,,"06,000,9,1",,,"04,1,+01500,1,06,1",,,"04,99,1,04,1,05,1,01750,1,00,1,00,1",,,,,,"99999,9,10061,1","2,1,014,1,+999,9",,,"4,01,0041,9,999","SYN100AAXX  02054 07156 22760 42604 11002 21023 30061 40158 52014 84500 333 60005 84650 90710 91108 93100;",
"07156099999","2010-01-02T06:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","260,1,N,0021,1","22000,1,9,N","010000,1,N,1","-0005,1","-0026,1","10163,1","03,0000,9,1","12,0000,9,1","24,0000,2,1",,"99,000,9,1",,,"01,1,+01500,1,06,1",,,"01,99,1,01,1,05,1,01750,1,00,1,00,1","0000,9","09,9","999,-0030,9","999,M,+0015,1","999,N,-0006,1","99999,9,10066,1","3,1,014,1,+999,9",,,"4,01,0036,9,999","SYN146AAXX  02064 07156 02760 12604 11005 21026 30066 40163 53014 60002 81500 333 10015 21006 31103 55000 60007 79999 81650 90710 91107 93100 555 60005;","Q01  00002PRCP12"
"07156099999","2010-01-02T07:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","260,1,N,0015,1","22000,1,9,N","012000,1,N,1","-0010,1","-0026,1","10166,1","01,0000,9,1",,,,"06,000,9,1",,,"01,1,+01500,1,06,1",,,"01,99,1,01,1,05,1,01750,1,00,1,00,1",,,,,,"99999,9,10069,1","1,1,013,1,+999,9",,,"4,01,0031,9,999","SYN100AAXX  02074 07156 22762 12603 11010 21026 30069 40166 51013 81500 333 60005 81650 90710 91106 93100;",
"07156099999","2010-01-02T08:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","260,1,N,0015,1","22000,1,9,N","012000,1,N,1","-0009,1","-0026,1","10174,1","01,0000,9,1",,,,"06,000,9,1",,,"01,1,+01500,1,06,1",,,"01,99,1,01,1,05,1,01750,1,00,1,00,1",,,,,,"99999,9,10077,1","3,1,016,1,+999,9",,,"4,01,0031,9,999","SYN100AAXX  02084 07156 22762 12603 11009 21026 30077 40174 53016 81500 333 60005 81650 90710 91106 93100;",
"07156099999","2010-01-02T09:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","260,1,N,0026,1","22000,1,9,N","012000,1,N,1","+0007,1","-0034,1","10184,1","03,0000,9,1",,,,"99,000,9,1",,,"02,1,+01500,1,06,1",,,"02,99,1,02,1,05,1,01750,1,00,1,00,1",,,,,,"99999,9,10087,1","3,1,021,1,+999,9",,,"4,01,0046,9,999","SYN110AAXX  02094 07156 22762 22605 10007 21034 30087 40184 53021 82500 333 60007 82650 90710 91109 93100 555 60005;",
"07156099999","2010-01-02T10:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","250,1,N,0026,1","22000,1,9,N","015000,1,N,1","+0012,1","-0039,1","10191,1","01,0000,9,1",,,,"06,000,9,1",,,"04,1,+01500,1,06,1",,,"04,99,1,04,1,05,1,01750,1,00,1,00,1",,,,,,"99999,9,10094,1","1,1,025,1,+999,9",,,"4,01,0051,9,999","SYN100AAXX  02104 07156 22765 42505 10012 21039 30094 40191 51025 84500 333 60005 84650 90710 91110 93100;",
"07156099999","2010-01-02T11:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","250,1,N,0026,1","01200,1,9,N","012000,1,N,1","+0018,1","-0035,1","10193,1","01,0000,2,1",,,,"06,000,9,1","7,1,99,9","1,1,99,9","07,1,+01200,1,06,1",,,"07,99,1,07,1,05,1,01250,1,00,1,00,1",,,,,,"99999,9,10096,1","1,1,019,1,+999,9","22,1",,"4,01,0057,9,999","SYN106AAXX  02114 07156 21662 72505 10018 21035 30096 40193 51019 72271 87500 333 69905 87640 90710 91111 93100;",
"07156099999","2010-01-02T12:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","250,1,N,0041,1","01200,1,9,N","015000,1,N,1","+0026,1","-0033,1","10195,1","03,9999,2,9","06,0000,2,1",,,"99,000,9,1","7,1,06,1","1,1,06,1","02,1,+00540,1,06,1","04,1,+01200,1,06,1",,"06,99,1,06,1,08,1,00450,1,00,1,00,1",,,,,,"99999,9,10099,1","1,1,012,1,+999,9","22,1",,"4,01,0077,9,999","SYN128AAXX  02124 07156 01465 62508 10026 21033 30099 40195 51012 69901 72271 86800 333 69907 82618 84640 90710 91115 93100 555 60005;",
"07156099999","2010-01-02T13:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","260,1,N,0036,1","22000,1,9,N","015000,1,N,1","+0036,1","-0022,1","10197,1","01,0000,9,1",,,,"06,000,9,1",,,"01,1,+00540,1,08,1","03,1,+01200,1,06,1",,"03,99,1,03,1,08,1,00450,1,00,1,00,1",,,,,,"99999,9,10101,1","2,1,007,1,+999,9",,,"4,01,0088,9,999","SYN106AAXX  02134 07156 22465 32607 10036 21022 30101 40197 52007 83800 333 60005 81818 83640 90710 91117 93100;",
"07156099999","2010-01-02T14:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","260,1,N,0031,1","22000,1,9,N","015000,1,N,1","+0030,1","-0012,1","10199,1","01,0000,9,1",,,,"06,000,9,1",,,"02,1,+00540,1,08,1","03,1,+01200,1,06,1",,"04,99,1,04,1,08,1,00450,1,00,1,00,1",,,,,,"99999,9,10103,1","1,1,007,1,+999,9",,,"4,01,0082,9,999","SYN106AAXX  02144 07156 22465 42606 10030 21012 30103 40199 51007 84800 333 60005 82818 83640 90710 91116 93100;",
"07156099999","2010-01-02T15:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","280,1,N,0026,1","00990,1,9,N","015000,1,N,1","+0029,1","-0009,1","10206,1","03,0000,9,1",,,,"99,000,9,1",,,"01,1,+00540,1,08,1","05,1,+00990,1,06,1",,"05,99,1,05,1,08,1,00450,1,00,1,00,1",,,,,,"99999,9,10110,1","3,1,011,1,+999,9",,,"4,01,0077,9,999","SYN116AAXX  02154 07156 22465 52805 10029 21009 30110 40206 53011 85800 333 60007 81818 85633 90710 91115 93100 555 60005;",
"07156099999","2010-01-02T16:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","260,1,N,0026,1","99999,9,9,N","999999,9,N,1","+0024,1","-0010,1","10207,1","01,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10110,1","1,1,009,1,+999,9",,,,"SYN082AAXX  02164 07156 26/// /2605 10024 21010 30110 40207 51009 333 60005 90710 91115;",
"07156099999","2010-01-02T17:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","250,1,N,0015,1","99999,9,9,N","999999,9,N,1","+0018,1","-0013,1","10210,1","01,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10113,1","1,1,010,1,+999,9",,,,"SYN082AAXX  02174 07156 26/// /2503 10018 21013 30113 40210 51010 333 60005 90710 91110;",
"07156099999","2010-01-02T18:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","250,1,N,0015,1","99999,9,9,N","999999,9,N,1","+0015,1","-0012,1","10213,1","03,0000,9,1","12,0000,2,1",,,,,,,,,,,,,"999,M,+0036,1","999,N,-0012,1","99999,9,10116,1","3,1,006,1,+999,9",,,"4,01,0046,9,999","SYN110AAXX  02184 07156 06/// /2503 10015 21012 30116 40213 53006 69902 333 10036 21012 60007 90710 91109 555 60005;",
"07156099999","2010-01-02T19:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","240,1,N,0015,1","99999,9,9,N","999999,9,N,1","+0011,1","-0011,1","10214,1","01,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10117,1","1,1,007,1,+999,9",,,,"SYN082AAXX  02194 07156 26/// /2403 10011 21011 30117 40214 51007 333 60005 90710 91107;",
"07156099999","2010-01-02T20:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","250,1,N,0021,1","99999,9,9,N","999999,9,N,1","+0012,1","-0012,1","10215,1","01,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10118,1","1,1,005,1,+999,9",,,,"SYN082AAXX  02204 07156 26/// /2504 10012 21012 30118 40215 51005 333 60005 90710 91108;",
"07156099999","2010-01-02T21:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","250,1,N,0021,1","99999,9,9,N","999999,9,N,1","+0010,1","-0012,1","10218,1","03,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10121,1","3,1,005,1,+999,9",,,"4,01,0041,9,999","SYN092AAXX  02214 07156 26/// /2504 10010 21012 30121 40218 53005 333 60007 90710 91108 555 60005;",
"07156099999","2010-01-02T22:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","250,1,N,0021,1","99999,9,9,N","999999,9,N,1","+0007,1","-0012,1","10220,1","01,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10123,1","3,1,006,1,+999,9",,,,"SYN082AAXX  02224 07156 26/// /2504 10007 21012 30123 40220 53006 333 60005 90710 91109;",
"07156099999","2010-01-02T23:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","160,1,N,0005,1","99999,9,9,N","999999,9,N,1","+0004,1","-0012,1","10221,1","01,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10124,1","1,1,006,1,+999,9",,,,"SYN082AAXX  02234 07156 26/// /1601 10004 21012 30124 40221 51006 333 60005 90710 91107;",
"07156099999","2010-01-03T00:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","200,1,N,0015,1","99999,9,9,N","999999,9,N,1","-0001,1","-0012,1","10220,1","03,0000,9,1","06,0000,9,1",,,,,,,,,,,,,,,"99999,9,10122,1","0,1,001,1,+999,9",,,"4,01,0026,9,999","SYN098AAXX  03004 07156 06/// /2003 11001 21012 30122 40220 50001 60001 333 60007 90710 91105 555 60005;","Q01  00002PRCP06"
"07156099999","2010-01-03T01:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","170,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0001,1","-0011,1","10217,1","01,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10119,1","8,1,004,1,+999,9",,,,"SYN082AAXX  03014 07156 26/// /1702 11001 21011 30119 40217 58004 333 60005 90710 91105;",
"07156099999","2010-01-03T02:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0004,1","-0014,1","10218,1","01,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10120,1","5,1,004,1,+999,9",,,,"SYN082AAXX  03024 07156 26/// /0000 11004 21014 30120 40218 55004 333 60005 90710 91105;",
"07156099999","2010-01-03T03:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","190,1,N,0021,1","99999,9,9,N","999999,9,N,1","+0000,1","-0010,1","10218,1","03,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10120,1","6,1,002,1,+999,9",,,"4,01,0026,9,999","SYN092AAXX  03034 07156 26/// /1904 10000 21010 30120 40218 56002 333 60007 90710 91105 555 60005;",
"07156099999","2010-01-03T04:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","160,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0001,1","-0011,1","10215,1","01,0000,9,1",,,,,,,,,,,,,,,,"99999,9,10117,1","8,1,002,1,+999,9",,,,"SYN082AAXX  03044 07156 26/// /1602 11001 21011 30117 40215 58002 333 60005 90710 91105;",
"07156099999","2010-01-03T05:00:00","4","48.8166666","2.3333333","77.0","PARIS MONTSOURIS, FR","FM-12","99999","V020","190,1,N,0015,1","03000,1,9,N","008000,1,N,1","-0002,1","-0012,1","10210,1","01,0000,9,1",,,,"06,000,9,1",,,"06,1,+03000,1,03,1",,,"06,99,1,06,1,00,1,99999,9,03,1,00,1",,,,,,"99999,9,10112,1","8,1,008,1,+999,9",,,"4,01,0026,9,999","SYN100AAXX  03054 07156 22958 61903 11002 21012 30112 40210 58008 86030 333 60005 86360 90710 91105 93100;",
